row,col,Well,Flight,Unit,Board,Inhibitor,Supply.I.mA,Time,Parabola,Construct,LED.trigger,Condition,ConversionRate,IntegratedIntensity,RedMeanIntensity,Green_Red_Mean_Intensity,Green_Red_Mean_Intensity_norm_Green_Mean_Intensity,Temp.Board.1,Temp.Board.2,Temp.LED,Pressure.mbar,Gravity.X.mg,Gravity.Y.mg,Gravity.Z.mg,Supply.U.mV
C,1,C1,2,103,1,Ruthenium Red,NA,NA,2,CaMPARI2,NA,Histamine,0.3705011,924.6915,1.080439,0.8708698,0.03627781,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,2,103,2,GSK2193874,NA,NA,2,CaMPARI2,NA,Histamine,0.283374,1025.615,1.053197,0.9254977,0.03354597,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,2,104,1,BAPTA,NA,NA,2,CaMPARI2,NA,Histamine,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,2,104,2,DMSO,NA,NA,2,CaMPARI2,NA,Histamine,0.3806385,806.1351,1.161583,0.9308237,0.03311872,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,101,1,None,NA,NA,2,CaMPARI2,NA,Histamine,0.3975067,1028.848,1.052121,0.8699997,0.03599603,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,101,2,Gd3+,NA,NA,2,CaMPARI2,NA,Histamine,0.4525964,1038.187,1.152503,0.9350282,0.03765138,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,102,1,Thapsigargin,NA,NA,2,CaMPARI2,NA,Histamine,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,102,2,Flunarizine,NA,NA,2,CaMPARI2,NA,Histamine,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,103,1,Ruthenium Red,NA,NA,2,CaMPARI2,NA,Histamine,0.3996117,956.0701,1.09434,0.8895885,0.03404563,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,103,2,GSK2193874,NA,NA,2,CaMPARI2,NA,Histamine,0.3295824,728.121,0.9929492,0.7953424,0.03129406,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,104,1,BAPTA,NA,NA,2,CaMPARI2,NA,Histamine,0.00516656,149.3468,0.7458056,1.264701,0.0564579,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,104,2,DMSO,NA,NA,2,CaMPARI2,NA,Histamine,0.4371275,1000.362,1.207723,0.9588358,0.0385453,NA,NA,NA,NA,NA,NA,NA,NA
C,10,C10,1,101,1,None,NA,NA,2,CaMPARI2-F391W,2,Pre-Parabola,0.1308684,316.3151,0.8197175,0.6039502,0.02136031,NA,NA,NA,NA,NA,NA,NA,NA
C,10,C10,1,101,2,Gd3+,NA,NA,2,CaMPARI2-F391W,2,Pre-Parabola,0.1103481,408.5056,0.8811424,0.7303139,0.02256523,NA,NA,NA,NA,NA,NA,NA,NA
C,10,C10,1,102,1,Thapsigargin,616.7075,2021-06-17 10:15:20,2,CaMPARI2-F391W,2,Pre-Parabola,0.1893443,477.1852,1.09849,0.9113434,0.04219924,36.804,36.8,35.36425,1051,13.4775,30.3725,1024.7125,23662.17
C,10,C10,1,102,2,Flunarizine,616.7075,2021-06-17 10:15:20,2,CaMPARI2-F391W,2,Pre-Parabola,0.07246086,299.224,0.8221892,0.642491,0.02681618,36.804,36.8,35.36425,1051,13.4775,30.3725,1024.7125,23662.17
C,10,C10,1,103,1,Ruthenium Red,590.8125,2021-06-17 10:15:20,2,CaMPARI2-F391W,2,Pre-Parabola,0.131196,322.9769,0.7826918,0.610067,0.01683655,36.7055,36.7,34.63725,1004,-0.715,8.6225,1031.3025,23799.6525
C,10,C10,1,103,2,GSK2193874,590.8125,2021-06-17 10:15:20,2,CaMPARI2-F391W,2,Pre-Parabola,0.1532612,301.506,0.8544418,0.6513461,0.01844071,36.7055,36.7,34.63725,1004,-0.715,8.6225,1031.3025,23799.6525
C,10,C10,1,104,1,BAPTA,616.5775,2021-06-17 10:15:19,2,CaMPARI2-F391W,2,Pre-Parabola,0.0800252,304.8984,0.7778374,0.6856976,0.02036238,36.6425,36.7,34.4545,1046,-10.39,2.965,986.66,23577.07
C,10,C10,1,104,2,DMSO,616.5775,2021-06-17 10:15:19,2,CaMPARI2-F391W,2,Pre-Parabola,0.129739,258.1317,0.7608403,0.5723572,0.01627486,36.6425,36.7,34.4545,1046,-10.39,2.965,986.66,23577.07
C,10,C10,2,101,1,None,604.92,2021-06-17 10:10:25,2,CaMPARI2-F391W,2,Pre-Parabola,0.1470236,366.164,0.8550061,0.6882289,0.02153442,36.8,36.7,34.90975,998,-2.595,2.56,1018.29,23756.355
C,10,C10,2,101,2,Gd3+,604.92,2021-06-17 10:10:25,2,CaMPARI2-F391W,2,Pre-Parabola,0.1288825,411.829,0.8318087,0.6084561,0.01721831,36.8,36.7,34.90975,998,-2.595,2.56,1018.29,23756.355
C,10,C10,2,102,1,Thapsigargin,612.4625,2021-06-17 10:10:23,2,CaMPARI2-F391W,2,Pre-Parabola,0.1936378,694.5516,1.105267,1.011739,0.04529799,36.8,36.799,35.02275,1049.925,7.7975,27.4075,1044.285,23742.9
C,10,C10,2,102,2,Flunarizine,612.4625,2021-06-17 10:10:23,2,CaMPARI2-F391W,2,Pre-Parabola,0.09234717,326.6289,0.8398046,0.6417253,0.02189582,36.8,36.799,35.02275,1049.925,7.7975,27.4075,1044.285,23742.9
C,10,C10,2,103,1,Ruthenium Red,592.075,2021-06-17 10:10:24,2,CaMPARI2-F391W,2,Pre-Parabola,0.08920735,313.1158,0.8001564,0.5869548,0.02056097,36.7085,36.8,35.00975,1004,-3.2,-10.725,1021.3625,23720.5325
C,10,C10,2,103,2,GSK2193874,592.075,2021-06-17 10:10:24,2,CaMPARI2-F391W,2,Pre-Parabola,0.1399209,457.7543,1.001341,0.8114101,0.02587397,36.7085,36.8,35.00975,1004,-3.2,-10.725,1021.3625,23720.5325
C,10,C10,2,104,1,BAPTA,615.815,2021-06-17 10:10:23,2,CaMPARI2-F391W,2,Pre-Parabola,0.08484659,590.6388,1.039524,0.79226,0.02678404,36.7,36.70475,34.7565,1040,-12.5575,-2.28,1015.6325,23590.3525
C,10,C10,2,104,2,DMSO,615.815,2021-06-17 10:10:23,2,CaMPARI2-F391W,2,Pre-Parabola,0.1276763,354.9465,0.8498001,0.654899,0.01652467,36.7,36.70475,34.7565,1040,-12.5575,-2.28,1015.6325,23590.3525
C,10,C10,3,101,1,None,NA,NA,2,CaMPARI2-F391W,2,Pre-Parabola,0.08294345,283.4597,0.743605,0.5642556,0.0205537,NA,NA,NA,NA,NA,NA,NA,NA
C,10,C10,3,101,2,Gd3+,NA,NA,2,CaMPARI2-F391W,2,Pre-Parabola,0.09922059,316.0281,0.8092654,0.6143139,0.02033369,NA,NA,NA,NA,NA,NA,NA,NA
C,10,C10,3,102,1,Thapsigargin,612.6075,2021-06-17 10:18:20,2,CaMPARI2-F391W,2,Pre-Parabola,0.1661421,521.5744,1.051569,0.8274723,0.04005988,36.8,36.8,35.12375,1038,3.305,25.93,1034.75,23743.6475
C,10,C10,3,102,2,Flunarizine,612.6075,2021-06-17 10:18:20,2,CaMPARI2-F391W,2,Pre-Parabola,0.07380893,338.4254,0.8581291,0.6715148,0.0248464,36.8,36.8,35.12375,1038,3.305,25.93,1034.75,23743.6475
C,10,C10,3,103,1,Ruthenium Red,591.2125,2021-06-17 10:18:18,2,CaMPARI2-F391W,2,Pre-Parabola,0.11926,294.4371,0.7841538,0.6018463,0.01917262,36.80425,36.8,35.28,1000,7.13,-12.51,1008.32,23804.655
C,10,C10,3,103,2,GSK2193874,591.2125,2021-06-17 10:18:18,2,CaMPARI2-F391W,2,Pre-Parabola,0.1634384,386.8994,0.9734138,0.7740973,0.02428462,36.80425,36.8,35.28,1000,7.13,-12.51,1008.32,23804.655
C,10,C10,3,104,1,BAPTA,618.05,2021-06-17 10:18:19,2,CaMPARI2-F391W,2,Pre-Parabola,0.08887819,587.7728,0.8129366,0.6185975,0.02424276,36.8,36.79075,34.921,1052.8675,-2.3925,0.39,1008.34,23547.6875
C,10,C10,3,104,2,DMSO,618.05,2021-06-17 10:18:19,2,CaMPARI2-F391W,2,Pre-Parabola,0.1445868,293.848,0.8195587,0.6804326,0.01936825,36.8,36.79075,34.921,1052.8675,-2.3925,0.39,1008.34,23547.6875
C,11,C11,1,101,1,None,NA,NA,2,CaMPARI2-F391W,1,Pull-up,0.136437,286.2309,0.8080395,0.6133463,0.0195987,NA,NA,NA,NA,NA,NA,NA,NA
C,11,C11,1,101,2,Gd3+,NA,NA,2,CaMPARI2-F391W,1,Pull-up,0.1281555,337.0608,0.7671767,0.5957927,0.01752463,NA,NA,NA,NA,NA,NA,NA,NA
C,11,C11,1,102,1,Thapsigargin,621.125,2021-06-17 10:16:06,2,CaMPARI2-F391W,1,Pull-up,0.1911421,702.4174,1.095002,0.9360649,0.04682829,36.9045,36.90325,35.08325,1050.95,3.7925,164.395,1892.905,23665.7925
C,11,C11,1,102,2,Flunarizine,621.125,2021-06-17 10:16:06,2,CaMPARI2-F391W,1,Pull-up,0.1074705,371.9072,0.8437891,0.6650986,0.02199348,36.9045,36.90325,35.08325,1050.95,3.7925,164.395,1892.905,23665.7925
C,11,C11,1,103,1,Ruthenium Red,593.135,2021-06-17 10:16:06,2,CaMPARI2-F391W,1,Pull-up,0.1141318,333.3155,0.810774,0.6099543,0.01812702,36.90075,36.889,34.392,1003,-6.33,147.5425,1877.6625,23788.0375
C,11,C11,1,103,2,GSK2193874,593.135,2021-06-17 10:16:06,2,CaMPARI2-F391W,1,Pull-up,0.2414868,484.5359,1.015561,0.8239938,0.01973981,36.90075,36.889,34.392,1003,-6.33,147.5425,1877.6625,23788.0375
C,11,C11,1,104,1,BAPTA,620.3725,2021-06-17 10:16:07,2,CaMPARI2-F391W,1,Pull-up,0.08723544,349.0723,0.7895347,0.6881827,0.0205372,36.875,36.88275,34.25975,1045.0725,-23.95,146.885,1859.52,23575.5175
C,11,C11,1,104,2,DMSO,620.3725,2021-06-17 10:16:07,2,CaMPARI2-F391W,1,Pull-up,0.1599144,302.2469,0.7775442,0.6104053,0.01607038,36.875,36.88275,34.25975,1045.0725,-23.95,146.885,1859.52,23575.5175
C,11,C11,2,101,1,None,606.135,2021-06-17 10:14:08,2,CaMPARI2-F391W,1,Pull-up,0.1772714,351.1996,0.8428705,0.6941301,0.01803188,36.89525,36.867,34.57725,995,-3.9275,164.4425,1842.9325,23761.76
C,11,C11,2,101,2,Gd3+,606.135,2021-06-17 10:14:08,2,CaMPARI2-F391W,1,Pull-up,0.1094547,296.5681,0.7931623,0.6148175,0.0197663,36.89525,36.867,34.57725,995,-3.9275,164.4425,1842.9325,23761.76
C,11,C11,2,102,1,Thapsigargin,617.6175,2021-06-17 10:14:08,2,CaMPARI2-F391W,1,Pull-up,0.1561562,586.5128,1.043724,0.9259145,0.04995944,36.89875,36.87875,34.605,1047,0.8925,181.375,1891.36,23736.2875
C,11,C11,2,102,2,Flunarizine,617.6175,2021-06-17 10:14:08,2,CaMPARI2-F391W,1,Pull-up,0.130082,348.5362,0.870572,0.6957421,0.02015628,36.89875,36.87875,34.605,1047,0.8925,181.375,1891.36,23736.2875
C,11,C11,2,103,1,Ruthenium Red,594.3575,2021-06-17 10:14:09,2,CaMPARI2-F391W,1,Pull-up,0.05506749,440.1876,0.8971311,0.733061,0.02636583,36.88425,36.897,34.68475,1001,-7.895,143.08,1865.3725,23722.085
C,11,C11,2,103,2,GSK2193874,594.3575,2021-06-17 10:14:09,2,CaMPARI2-F391W,1,Pull-up,0.1792061,529.6827,0.9387064,0.7567966,0.02629836,36.88425,36.897,34.68475,1001,-7.895,143.08,1865.3725,23722.085
C,11,C11,2,104,1,BAPTA,619.695,2021-06-17 10:14:08,2,CaMPARI2-F391W,1,Pull-up,0.09319206,183.1911,0.7711104,0.6076352,0.01960758,36.8665,36.875,34.47575,1037.0025,-21.1575,154.125,1850.735,23588.8575
C,11,C11,2,104,2,DMSO,619.695,2021-06-17 10:14:08,2,CaMPARI2-F391W,1,Pull-up,0.1482972,391.9253,0.9242737,0.7247824,0.01819344,36.8665,36.875,34.47575,1037.0025,-21.1575,154.125,1850.735,23588.8575
C,11,C11,3,101,1,None,NA,NA,2,CaMPARI2-F391W,1,Pull-up,0.08840938,325.4243,0.8221368,0.6504101,0.02236309,NA,NA,NA,NA,NA,NA,NA,NA
C,11,C11,3,101,2,Gd3+,NA,NA,2,CaMPARI2-F391W,1,Pull-up,0.1154046,270.5259,0.7617691,0.5746716,0.01875881,NA,NA,NA,NA,NA,NA,NA,NA
C,11,C11,3,102,1,Thapsigargin,617.115,2021-06-17 10:19:06,2,CaMPARI2-F391W,1,Pull-up,0.1976748,598.7469,1.153349,0.9708947,0.03703664,36.902,36.90175,34.858,1037.89,-6.1025,186.165,1891.95,23743.8775
C,11,C11,3,102,2,Flunarizine,617.115,2021-06-17 10:19:06,2,CaMPARI2-F391W,1,Pull-up,0.09375568,376.876,0.9280636,0.7233192,0.02508466,36.902,36.90175,34.858,1037.89,-6.1025,186.165,1891.95,23743.8775
C,11,C11,3,103,1,Ruthenium Red,593.3275,2021-06-17 10:19:04,2,CaMPARI2-F391W,1,Pull-up,0.1158435,296.3016,0.7478234,0.5891802,0.01919599,36.904,36.90125,35.0205,999.1475,5.1875,146.495,1866.845,23807.2425
C,11,C11,3,103,2,GSK2193874,593.3275,2021-06-17 10:19:04,2,CaMPARI2-F391W,1,Pull-up,0.1580911,356.5091,0.9558255,0.7722837,0.0229854,36.904,36.90125,35.0205,999.1475,5.1875,146.495,1866.845,23807.2425
C,11,C11,3,104,1,BAPTA,620.215,2021-06-17 10:19:03,2,CaMPARI2-F391W,1,Pull-up,0.07934327,375.5036,0.9979669,0.7035776,0.02481195,36.901,36.9005,34.6925,1052,-9.0675,154.405,1843.715,23558.785
C,11,C11,3,104,2,DMSO,620.215,2021-06-17 10:19:03,2,CaMPARI2-F391W,1,Pull-up,0.1307265,361.0415,0.8725524,0.6479571,0.01964645,36.901,36.9005,34.6925,1052,-9.0675,154.405,1843.715,23558.785
C,12,C12,1,101,1,None,NA,NA,2,CaMPARI2-F391W,2,Pull-up,0.1377278,360.0773,0.8432986,0.6602129,0.02095226,NA,NA,NA,NA,NA,NA,NA,NA
C,12,C12,1,101,2,Gd3+,NA,NA,2,CaMPARI2-F391W,2,Pull-up,0.09018992,459.8424,0.7956727,0.6182441,0.01959176,NA,NA,NA,NA,NA,NA,NA,NA
C,12,C12,1,102,1,Thapsigargin,616.14,2021-06-17 10:16:14,2,CaMPARI2-F391W,2,Pull-up,0.1762682,616.5656,1.150125,1.022823,0.05264647,36.97175,36.9495,35.398,1051,1.1575,206.1125,1786.99,23663.55
C,12,C12,1,102,2,Flunarizine,616.14,2021-06-17 10:16:14,2,CaMPARI2-F391W,2,Pull-up,0.09386684,587.4136,0.8170282,0.5991964,0.0219613,36.97175,36.9495,35.398,1051,1.1575,206.1125,1786.99,23663.55
C,12,C12,1,103,1,Ruthenium Red,591.8525,2021-06-17 10:16:14,2,CaMPARI2-F391W,2,Pull-up,0.1011385,309.9024,0.7596079,0.6066545,0.01854564,36.9,36.89025,34.691,1003.0025,-2.3825,184.285,1700.19,23793.9025
C,12,C12,1,103,2,GSK2193874,591.8525,2021-06-17 10:16:14,2,CaMPARI2-F391W,2,Pull-up,0.1455809,361.9087,0.8871408,0.661583,0.02129938,36.9,36.89025,34.691,1003.0025,-2.3825,184.285,1700.19,23793.9025
C,12,C12,1,104,1,BAPTA,618.31,2021-06-17 10:16:15,2,CaMPARI2-F391W,2,Pull-up,0.1143357,426.5961,1.051548,0.9441845,0.02283463,36.801,36.82625,34.527,1045.335,-21.8,184.7975,1680.18,23580.8075
C,12,C12,1,104,2,DMSO,618.31,2021-06-17 10:16:15,2,CaMPARI2-F391W,2,Pull-up,0.1186793,392.2546,0.8662305,0.6707699,0.01774823,36.801,36.82625,34.527,1045.335,-21.8,184.7975,1680.18,23580.8075
C,12,C12,2,101,1,None,604.83,2021-06-17 10:14:16,2,CaMPARI2-F391W,2,Pull-up,0.129197,374.5299,0.8704056,0.6959509,0.01907041,36.8875,36.8,34.88725,995,-1.3525,205.9675,1743.9075,23757.045
C,12,C12,2,101,2,Gd3+,604.83,2021-06-17 10:14:16,2,CaMPARI2-F391W,2,Pull-up,0.1056625,334.6235,0.8708361,0.6993998,0.01836433,36.8875,36.8,34.88725,995,-1.3525,205.9675,1743.9075,23757.045
C,12,C12,2,102,1,Thapsigargin,615.815,2021-06-17 10:14:16,2,CaMPARI2-F391W,2,Pull-up,0.2396309,865.6234,1.224305,1.118031,0.04090469,36.89825,36.855,34.95575,1047,7.4425,217.66,1738.59,23739.9675
C,12,C12,2,102,2,Flunarizine,615.815,2021-06-17 10:14:16,2,CaMPARI2-F391W,2,Pull-up,0.1192244,379.2533,0.9021475,0.7069377,0.02119263,36.89825,36.855,34.95575,1047,7.4425,217.66,1738.59,23739.9675
C,12,C12,2,103,1,Ruthenium Red,592.82,2021-06-17 10:14:17,2,CaMPARI2-F391W,2,Pull-up,0.08117706,930.7806,0.7472205,0.5011906,0.01924986,36.8245,36.8965,34.996,1001.0025,0.2675,177.8425,1734.53,23724.6725
C,12,C12,2,103,2,GSK2193874,592.82,2021-06-17 10:14:17,2,CaMPARI2-F391W,2,Pull-up,0.1904252,559.7634,0.8476218,0.8127785,0.0270358,36.8245,36.8965,34.996,1001.0025,0.2675,177.8425,1734.53,23724.6725
C,12,C12,2,104,1,BAPTA,617.875,2021-06-17 10:14:16,2,CaMPARI2-F391W,2,Pull-up,0.1029863,359.7608,0.9397233,0.7191087,0.02092985,36.8,36.80525,34.7675,1037.0525,-16.655,192.22,1708.29,23593.285
C,12,C12,2,104,2,DMSO,617.875,2021-06-17 10:14:16,2,CaMPARI2-F391W,2,Pull-up,0.1315644,329.5421,0.7934063,0.6305875,0.0182913,36.8,36.80525,34.7675,1037.0525,-16.655,192.22,1708.29,23593.285
C,12,C12,3,101,1,None,NA,NA,2,CaMPARI2-F391W,2,Pull-up,0.100277,270.1066,0.7958233,0.5999256,0.02058618,NA,NA,NA,NA,NA,NA,NA,NA
C,12,C12,3,101,2,Gd3+,NA,NA,2,CaMPARI2-F391W,2,Pull-up,0.09538646,309.5606,0.8214366,0.6075625,0.01949113,NA,NA,NA,NA,NA,NA,NA,NA
C,12,C12,3,102,1,Thapsigargin,617.4175,2021-06-17 10:19:14,2,CaMPARI2-F391W,2,Pull-up,0.1846291,490.2109,0.9840242,0.8259284,0.03544518,36.9195,36.9005,35.16325,1037.9975,-5.735,224.73,1784.2475,23742.2675
C,12,C12,3,102,2,Flunarizine,617.4175,2021-06-17 10:19:14,2,CaMPARI2-F391W,2,Pull-up,0.09784221,324.3547,0.8225628,0.668317,0.02273248,36.9195,36.9005,35.16325,1037.9975,-5.735,224.73,1784.2475,23742.2675
C,12,C12,3,103,1,Ruthenium Red,591.0625,2021-06-17 10:19:12,2,CaMPARI2-F391W,2,Pull-up,0.1259917,436.6003,0.8443047,0.7100154,0.01997494,36.97025,36.94575,35.304,999.47,9.785,185.8225,1755.1875,23811.1525
C,12,C12,3,103,2,GSK2193874,591.0625,2021-06-17 10:19:12,2,CaMPARI2-F391W,2,Pull-up,0.2136602,505.8748,0.9151607,0.7316263,0.02054861,36.97025,36.94575,35.304,999.47,9.785,185.8225,1755.1875,23811.1525
C,12,C12,3,104,1,BAPTA,619.675,2021-06-17 10:19:11,2,CaMPARI2-F391W,2,Pull-up,0.08741564,248.7084,0.8217471,0.6403551,0.02732955,36.90425,36.9,34.981,1052,-7.8675,196.4925,1800.565,23550.045
C,12,C12,3,104,2,DMSO,619.675,2021-06-17 10:19:11,2,CaMPARI2-F391W,2,Pull-up,0.1096349,556.119,0.8211543,0.6146752,0.02026883,36.90425,36.9,34.981,1052,-7.8675,196.4925,1800.565,23550.045
C,2,C2,1,101,1,None,NA,NA,2,GFP,NA,Pre-Parabola,0.001727116,1411.575,0.7136279,0.6166323,0.009113604,NA,NA,NA,NA,NA,NA,NA,NA
C,2,C2,1,101,2,Gd3+,NA,NA,2,GFP,NA,Pre-Parabola,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,2,C2,1,102,1,Thapsigargin,616.045,2021-06-17 10:15:04,2,GFP,NA,Pre-Parabola,0.002984248,105.7818,0.6661922,0.4263757,0.00468168,36.90025,36.89775,34.75525,1051,11.08,31.29,1090.1975,23665.045
C,2,C2,1,102,2,Flunarizine,616.045,2021-06-17 10:15:04,2,GFP,NA,Pre-Parabola,0.007364652,513.6627,0.6381025,0.4605271,0.006774264,36.90025,36.89775,34.75525,1051,11.08,31.29,1090.1975,23665.045
C,2,C2,1,103,1,Ruthenium Red,594.455,2021-06-17 10:15:04,2,GFP,NA,Pre-Parabola,0.00365124,811.7932,0.6926299,0.5303724,0.007235941,36.867,36.8595,34.12075,1004,3.01,-0.21,1065.57,23792.8675
C,2,C2,1,103,2,GSK2193874,594.455,2021-06-17 10:15:04,2,GFP,NA,Pre-Parabola,0.002794048,326.438,0.7614656,0.6685866,0.01187307,36.867,36.8595,34.12075,1004,3.01,-0.21,1065.57,23792.8675
C,2,C2,1,104,1,BAPTA,616.9275,2021-06-17 10:15:03,2,GFP,NA,Pre-Parabola,0.00421562,337.589,0.6908733,0.4608394,0.005348906,36.854,36.8555,33.9795,1045.8475,-12.155,2.835,1047.34,23584.8325
C,2,C2,1,104,2,DMSO,616.9275,2021-06-17 10:15:03,2,GFP,NA,Pre-Parabola,0.0009383798,93.55824,0.5958485,0.4399075,0.004552312,36.854,36.8555,33.9795,1045.8475,-12.155,2.835,1047.34,23584.8325
C,2,C2,2,101,1,None,604.5825,2021-06-17 10:10:09,2,GFP,NA,Pre-Parabola,0.006658196,385.3518,0.6253121,0.7783271,0.009347352,36.87375,36.857,34.38025,998,-4.9875,-1.2175,1030.755,23749.11
C,2,C2,2,101,2,Gd3+,604.5825,2021-06-17 10:10:09,2,GFP,NA,Pre-Parabola,0.001012585,139.8822,0.6197563,0.5005206,0.006358628,36.87375,36.857,34.38025,998,-4.9875,-1.2175,1030.755,23749.11
C,2,C2,2,102,1,Thapsigargin,613.94,2021-06-17 10:10:07,2,GFP,NA,Pre-Parabola,0.001826732,237.6426,0.6444889,0.4571646,0.005569864,36.88025,36.87125,34.424,1049.075,5.445,24.4775,1051.3375,23740.37
C,2,C2,2,102,2,Flunarizine,613.94,2021-06-17 10:10:07,2,GFP,NA,Pre-Parabola,0.004047505,365.2999,0.6218472,0.4700033,0.006907844,36.88025,36.87125,34.424,1049.075,5.445,24.4775,1051.3375,23740.37
C,2,C2,2,103,1,Ruthenium Red,594.06,2021-06-17 10:10:08,2,GFP,NA,Pre-Parabola,0.00215295,216.3597,0.6220491,0.4774665,0.006627609,36.8785,36.88625,34.4965,1004,1.575,-15.5075,1022.23,23724.615
C,2,C2,2,103,2,GSK2193874,594.06,2021-06-17 10:10:08,2,GFP,NA,Pre-Parabola,0.001726835,1059.949,0.8300173,0.7627714,0.01030488,36.8785,36.88625,34.4965,1004,1.575,-15.5075,1022.23,23724.615
C,2,C2,2,104,1,BAPTA,615.5925,2021-06-17 10:10:07,2,GFP,NA,Pre-Parabola,0.002739921,384.2971,0.6904517,0.6291974,0.00823178,36.85975,36.865,34.2695,1039.69,-11.0875,-3.995,1028.22,23591.445
C,2,C2,2,104,2,DMSO,615.5925,2021-06-17 10:10:07,2,GFP,NA,Pre-Parabola,0.0007567653,320.576,0.610132,0.514494,0.005341086,36.85975,36.865,34.2695,1039.69,-11.0875,-3.995,1028.22,23591.445
C,2,C2,3,101,1,None,NA,NA,2,GFP,NA,Pre-Parabola,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,2,C2,3,101,2,Gd3+,NA,NA,2,GFP,NA,Pre-Parabola,0.001398389,1100.9,1.320091,1.11234,0.01255004,NA,NA,NA,NA,NA,NA,NA,NA
C,2,C2,3,102,1,Thapsigargin,614.9575,2021-06-17 10:18:04,2,GFP,NA,Pre-Parabola,0.002510574,0,0.6550083,0.4539241,0.00517041,36.8925,36.87675,34.52825,1038,-2.045,27.6325,1071.0575,23746.4075
C,2,C2,3,102,2,Flunarizine,614.9575,2021-06-17 10:18:04,2,GFP,NA,Pre-Parabola,0.001307921,0,0.7780244,0.4095821,0.005876414,36.8925,36.87675,34.52825,1038,-2.045,27.6325,1071.0575,23746.4075
C,2,C2,3,103,1,Ruthenium Red,592.9825,2021-06-17 10:18:02,2,GFP,NA,Pre-Parabola,0.006861269,166.9014,0.6335837,0.4310578,0.005345498,36.9,36.90125,34.754,1000,2.9125,-10.1725,1048.0675,23806.0925
C,2,C2,3,103,2,GSK2193874,592.9825,2021-06-17 10:18:02,2,GFP,NA,Pre-Parabola,0.00327422,544.9293,0.6084635,0.4221608,0.006248534,36.9,36.90125,34.754,1000,2.9125,-10.1725,1048.0675,23806.0925
C,2,C2,3,104,1,BAPTA,618.4625,2021-06-17 10:18:03,2,GFP,NA,Pre-Parabola,0.0004435245,2067.774,0.6167839,0.483,0.005603011,36.8855,36.87375,34.433,1052.105,-5.5125,0.215,1039.08,23548.895
C,2,C2,3,104,2,DMSO,618.4625,2021-06-17 10:18:03,2,GFP,NA,Pre-Parabola,0,0,0,NA,NA,36.8855,36.87375,34.433,1052.105,-5.5125,0.215,1039.08,23548.895
C,3,C3,1,101,1,None,NA,NA,2,CaMPARI2,1,Pre-Parabola,0.009166056,672.0939,0.7917466,0.512388,0.01803719,NA,NA,NA,NA,NA,NA,NA,NA
C,3,C3,1,101,2,Gd3+,NA,NA,2,CaMPARI2,1,Pre-Parabola,0.007941599,444.1602,1.041634,0.7360066,0.02521055,NA,NA,NA,NA,NA,NA,NA,NA
C,3,C3,1,102,1,Thapsigargin,616.275,2021-06-17 10:15:12,2,CaMPARI2,1,Pre-Parabola,0.05460791,612.6469,0.8308606,0.7322431,0.02887078,36.8255,36.81325,35.06175,1051,10.8025,26.165,968.995,23661.9975
C,3,C3,1,102,2,Flunarizine,616.275,2021-06-17 10:15:12,2,CaMPARI2,1,Pre-Parabola,0.02092649,283.4895,0.658864,0.5110119,0.01911522,36.8255,36.81325,35.06175,1051,10.8025,26.165,968.995,23661.9975
C,3,C3,1,103,1,Ruthenium Red,592.475,2021-06-17 10:15:12,2,CaMPARI2,1,Pre-Parabola,0.0203012,742.2449,0.6871662,0.5328866,0.01766661,36.78725,36.759,34.3935,1004,0.385,1.485,941.4675,23794.765
C,3,C3,1,103,2,GSK2193874,592.475,2021-06-17 10:15:12,2,CaMPARI2,1,Pre-Parabola,0.02619657,433.0024,0.6551313,0.4998111,0.01703224,36.78725,36.759,34.3935,1004,0.385,1.485,941.4675,23794.765
C,3,C3,1,104,1,BAPTA,616.095,2021-06-17 10:15:11,2,CaMPARI2,1,Pre-Parabola,0.01305304,755.8565,1.341864,1.271879,0.04446617,36.7205,36.74175,34.2365,1045.985,-10.3275,2.125,952.18,23575.575
C,3,C3,1,104,2,DMSO,616.095,2021-06-17 10:15:11,2,CaMPARI2,1,Pre-Parabola,0.01660072,194.3773,0.752391,0.5563521,0.01907283,36.7205,36.74175,34.2365,1045.985,-10.3275,2.125,952.18,23575.575
C,3,C3,2,101,1,None,603.99,2021-06-17 10:10:17,2,CaMPARI2,1,Pre-Parabola,0.01203042,270.9214,0.7023982,0.4991015,0.01829678,36.8,36.74,34.661,998,-2.3175,-3.93,1037.7125,23754.2275
