row,col,Well,Flight,Unit,Board,Inhibitor,Supply.I.mA,Time,Parabola,Construct,LED.trigger,Condition,ConversionRate,IntegratedIntensity,RedMeanIntensity,Green_Red_Mean_Intensity,Green_Red_Mean_Intensity_norm_Green_Mean_Intensity,Temp.Board.1,Temp.Board.2,Temp.LED,Pressure.mbar,Gravity.X.mg,Gravity.Y.mg,Gravity.Z.mg,Supply.U.mV
E,5,E5,1,104,2,DMSO,620.3,2021-06-17 11:05:03,3,CaMPARI2,1,Pull-up,0.01250402,193.8999,0.6872327,0.4590131,0.01752109,36.98175,36.96425,34.929,1020,-23.5675,136.4775,1828.8825,23579.37
E,5,E5,2,101,1,None,608.6125,2021-06-17 10:55:07,3,CaMPARI2,1,Pull-up,0.01715157,199.5553,0.7136472,0.6090599,0.01771146,36.992,36.9705,35.22725,968,-6.155,175.165,1828.16,23751.755
E,5,E5,2,101,2,Gd3+,608.6125,2021-06-17 10:55:07,3,CaMPARI2,1,Pull-up,0.01198373,323.4357,0.6755238,0.5129201,0.02128149,36.992,36.9705,35.22725,968,-6.155,175.165,1828.16,23751.755
E,5,E5,2,102,1,Thapsigargin,619.7525,2021-06-17 10:55:05,3,CaMPARI2,1,Pull-up,0.1163934,316.8462,0.8222536,0.6572292,0.02479853,36.9905,36.98325,35.30875,1023,0.315,182.725,1873.935,23746.9825
E,5,E5,2,102,2,Flunarizine,619.7525,2021-06-17 10:55:05,3,CaMPARI2,1,Pull-up,0.01886663,363.8248,0.7120798,0.6376814,0.02284658,36.9905,36.98325,35.30875,1023,0.315,182.725,1873.935,23746.9825
E,5,E5,2,103,1,Ruthenium Red,593.78,2021-06-17 10:55:06,3,CaMPARI2,1,Pull-up,0.009576475,2338.878,0.7777886,0.685617,0.02813212,36.99425,36.98975,35.3385,972,-4.795,137.325,1851.775,23734.62
E,5,E5,2,103,2,GSK2193874,593.78,2021-06-17 10:55:06,3,CaMPARI2,1,Pull-up,0.02677653,282.2015,0.8310381,0.6106449,0.02121586,36.99425,36.98975,35.3385,972,-4.795,137.325,1851.775,23734.62
E,5,E5,2,104,1,BAPTA,621.085,2021-06-17 10:55:05,3,CaMPARI2,1,Pull-up,0.0264773,1382.689,0.6990541,0.5077961,0.01769618,36.9865,36.98,35.088,1013.9975,-21.8075,154.2275,1835.735,23596.1025
E,5,E5,2,104,2,DMSO,621.085,2021-06-17 10:55:05,3,CaMPARI2,1,Pull-up,0.01933323,557.1017,0.7092371,0.5441496,0.01587136,36.9865,36.98,35.088,1013.9975,-21.8075,154.2275,1835.735,23596.1025
E,5,E5,3,101,1,None,NA,NA,3,CaMPARI2,1,Pull-up,0.01005964,372.8132,0.7563443,0.4968769,0.01795636,NA,NA,NA,NA,NA,NA,NA,NA
E,5,E5,3,101,2,Gd3+,NA,NA,3,CaMPARI2,1,Pull-up,0.01153632,157.5219,0.7678289,0.5558336,0.02029774,NA,NA,NA,NA,NA,NA,NA,NA
E,5,E5,3,102,1,Thapsigargin,618.7625,2021-06-17 11:00:11,3,CaMPARI2,1,Pull-up,0.1109062,338.8401,0.8545799,0.6730301,0.02562166,36.9925,36.99075,35.4005,1015.0775,-6.57,183.0475,1900.3075,23746.81
E,5,E5,3,102,2,Flunarizine,618.7625,2021-06-17 11:00:11,3,CaMPARI2,1,Pull-up,0.01769038,262.3228,0.6691884,0.5459679,0.02458098,36.9925,36.99075,35.4005,1015.0775,-6.57,183.0475,1900.3075,23746.81
E,5,E5,3,103,1,Ruthenium Red,592.3875,2021-06-17 11:00:08,3,CaMPARI2,1,Pull-up,0.02526493,333.1828,0.7119933,0.4950439,0.01745313,36.99325,36.99175,35.543,971.2075,7.625,138.61,1875.38,23810.4625
E,5,E5,3,103,2,GSK2193874,592.3875,2021-06-17 11:00:08,3,CaMPARI2,1,Pull-up,0.005931248,379.4232,0.7016617,0.5386516,0.02108213,36.99325,36.99175,35.543,971.2075,7.625,138.61,1875.38,23810.4625
E,5,E5,3,104,1,BAPTA,622.9175,2021-06-17 11:00:07,3,CaMPARI2,1,Pull-up,0.02005501,251.816,0.7418346,0.5626044,0.02369809,36.9925,36.98725,35.241,1030,-6.4825,152.2625,1854.6925,23560.74
E,5,E5,3,104,2,DMSO,622.9175,2021-06-17 11:00:07,3,CaMPARI2,1,Pull-up,0.01158192,174.996,0.6650575,0.5345401,0.01810525,36.9925,36.98725,35.241,1030,-6.4825,152.2625,1854.6925,23560.74
E,6,E6,1,101,1,None,NA,NA,3,CaMPARI2,2,Pull-up,0.007904207,455.4775,0.7692335,0.5998077,0.01974378,NA,NA,NA,NA,NA,NA,NA,NA
E,6,E6,1,101,2,Gd3+,NA,NA,3,CaMPARI2,2,Pull-up,0.01269432,331.2508,0.6603411,0.5223575,0.02008006,NA,NA,NA,NA,NA,NA,NA,NA
E,6,E6,1,102,1,Thapsigargin,620.905,2021-06-17 11:05:11,3,CaMPARI2,2,Pull-up,0.09367191,495.279,1.073274,0.9758484,0.03890238,37.19875,37.17975,35.8945,1022.0225,-3.08,212.5825,1848.7675,23665.735
E,6,E6,1,102,2,Flunarizine,620.905,2021-06-17 11:05:11,3,CaMPARI2,2,Pull-up,0.01787703,175.1152,0.7186513,0.5446306,0.02093968,37.19875,37.17975,35.8945,1022.0225,-3.08,212.5825,1848.7675,23665.735
E,6,E6,1,103,1,Ruthenium Red,591,2021-06-17 11:05:11,3,CaMPARI2,2,Pull-up,0.008805348,346.7175,0.7579805,0.7151299,0.02711415,37.1115,37.10675,35.235,969,-7.7625,196.205,1809.9625,23800.4575
E,6,E6,1,103,2,GSK2193874,591,2021-06-17 11:05:11,3,CaMPARI2,2,Pull-up,0.02880825,380.5468,0.7089032,0.6210893,0.02224352,37.1115,37.10675,35.235,969,-7.7625,196.205,1809.9625,23800.4575
E,6,E6,1,104,1,BAPTA,620.025,2021-06-17 11:05:11,3,CaMPARI2,2,Pull-up,0.02170078,315.3413,0.7085692,0.5621633,0.01849449,37.07875,37.0795,35.12425,1020.01,-26.89,189.69,1810.045,23576.38
E,6,E6,1,104,2,DMSO,620.025,2021-06-17 11:05:11,3,CaMPARI2,2,Pull-up,0.004338395,376.8975,0.5932786,0.4429757,0.01334196,37.07875,37.0795,35.12425,1020.01,-26.89,189.69,1810.045,23576.38
E,6,E6,2,101,1,None,605.7,2021-06-17 10:55:15,3,CaMPARI2,2,Pull-up,0.0151355,311.7404,0.698615,0.5140283,0.01768209,37.13775,37.067,35.42875,968,0.3475,214.1925,1712.685,23767.74
E,6,E6,2,101,2,Gd3+,605.7,2021-06-17 10:55:15,3,CaMPARI2,2,Pull-up,0,153.5941,0.7016069,NA,NA,37.13775,37.067,35.42875,968,0.3475,214.1925,1712.685,23767.74
E,6,E6,2,102,1,Thapsigargin,615.12,2021-06-17 10:55:13,3,CaMPARI2,2,Pull-up,0.0913723,342.0086,0.9116176,0.7644213,0.03250844,37.1605,37.13275,35.5255,1023,5.78,224.925,1782.4125,23748.075
E,6,E6,2,102,2,Flunarizine,615.12,2021-06-17 10:55:13,3,CaMPARI2,2,Pull-up,0.03031665,446.3344,0.7547232,0.7005794,0.02427158,37.1605,37.13275,35.5255,1023,5.78,224.925,1782.4125,23748.075
E,6,E6,2,103,1,Ruthenium Red,592.355,2021-06-17 10:55:14,3,CaMPARI2,2,Pull-up,0.005614483,186.6293,0.7134823,0.6008883,0.02073157,37.11375,37.1445,35.55,972,4.7975,180.865,1781.9675,23726.685
E,6,E6,2,103,2,GSK2193874,592.355,2021-06-17 10:55:14,3,CaMPARI2,2,Pull-up,0.04109718,512.8757,0.9290766,0.8571545,0.02793279,37.11375,37.1445,35.55,972,4.7975,180.865,1781.9675,23726.685
E,6,E6,2,104,1,BAPTA,619.125,2021-06-17 10:55:13,3,CaMPARI2,2,Pull-up,0.03185923,198.4484,0.8469974,0.6514745,0.02032729,37.116,37.1015,35.299,1014,-13.96,199.4525,1748.01,23599.3225
E,6,E6,2,104,2,DMSO,619.125,2021-06-17 10:55:13,3,CaMPARI2,2,Pull-up,0.01101946,919.1039,0.7035133,0.4377971,0.01388368,37.116,37.1015,35.299,1014,-13.96,199.4525,1748.01,23599.3225
E,6,E6,3,101,1,None,NA,NA,3,CaMPARI2,2,Pull-up,0.01349387,739.7396,0.6732268,0.5157983,0.01898644,NA,NA,NA,NA,NA,NA,NA,NA
E,6,E6,3,101,2,Gd3+,NA,NA,3,CaMPARI2,2,Pull-up,0.01757012,893.4148,0.6919813,0.4600189,0.01548889,NA,NA,NA,NA,NA,NA,NA,NA
E,6,E6,3,102,1,Thapsigargin,617.735,2021-06-17 11:00:19,3,CaMPARI2,2,Pull-up,0.1135042,377.8069,0.856482,0.6696781,0.02628544,37.17,37.1475,35.622,1015.575,-10.015,223.4475,1812.5925,23754.6875
E,6,E6,3,102,2,Flunarizine,617.735,2021-06-17 11:00:19,3,CaMPARI2,2,Pull-up,0.02135024,270.9496,0.753487,0.5601967,0.019308,37.17,37.1475,35.622,1015.575,-10.015,223.4475,1812.5925,23754.6875
E,6,E6,3,103,1,Ruthenium Red,589.8075,2021-06-17 11:00:16,3,CaMPARI2,2,Pull-up,0.02247715,626.132,0.7569278,0.7930343,0.02611071,37.173,37.1665,35.749,971.65,2.245,185.3125,1810.2725,23812.7625
E,6,E6,3,103,2,GSK2193874,589.8075,2021-06-17 11:00:16,3,CaMPARI2,2,Pull-up,0.03788061,291.8626,0.6553575,0.5229312,0.01840544,37.173,37.1665,35.749,971.65,2.245,185.3125,1810.2725,23812.7625
E,6,E6,3,104,1,BAPTA,621.2725,2021-06-17 11:00:15,3,CaMPARI2,2,Pull-up,0.02570328,202.0009,0.7227248,0.5799206,0.02294908,37.155,37.1195,35.4555,1030,-10.04,196.995,1821.31,23554.7025
E,6,E6,3,104,2,DMSO,621.2725,2021-06-17 11:00:15,3,CaMPARI2,2,Pull-up,0.01423752,361.9095,0.7919036,0.582888,0.02115804,37.155,37.1195,35.4555,1030,-10.04,196.995,1821.31,23554.7025
E,7,E7,1,101,1,None,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.5119911,1231.699,1.266876,1.016545,0.03808425,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,1,101,2,Gd3+,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.5142367,1225.582,1.301036,1.081635,0.03706589,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,1,102,1,Thapsigargin,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.1227959,607.4451,0.9736684,0.7030954,0.03597472,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,1,102,2,Flunarizine,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.1020723,599.175,0.9581927,0.8396015,0.02150873,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,1,103,1,Ruthenium Red,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.4434839,1078.704,1.101834,0.9477683,0.03403151,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,1,103,2,GSK2193874,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.4012058,913.8752,1.284479,1.117522,0.02912859,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,1,104,1,BAPTA,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.09585731,345.4801,0.7809921,0.6341578,0.01968728,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,1,104,2,DMSO,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.4608305,1019.324,1.227913,1.014328,0.03269034,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,2,101,1,None,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.6272284,1239.334,1.412264,1.240908,0.04601097,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,2,101,2,Gd3+,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.5020348,1459.046,1.540864,1.345211,0.04142974,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,2,102,1,Thapsigargin,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.2150279,399.4605,0.948592,0.7357758,0.03144351,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,2,102,2,Flunarizine,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.08091561,469.6233,1.046103,0.9332058,0.02705781,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,2,103,1,Ruthenium Red,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.4650425,983.1388,1.079493,0.88669,0.036341,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,2,103,2,GSK2193874,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.4079619,891.014,1.254269,1.012154,0.03564552,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,2,104,1,BAPTA,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.1149515,595.8,0.7839792,0.5900957,0.01924922,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,2,104,2,DMSO,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.5644306,1219.403,1.34705,1.142363,0.03356432,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,3,101,1,None,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.5772162,1384.135,1.298265,1.115475,0.04437544,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,3,101,2,Gd3+,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.640745,1330.303,1.363839,1.17224,0.04736888,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,3,102,1,Thapsigargin,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.2244505,577.9176,1.055363,0.8787696,0.03816257,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,3,102,2,Flunarizine,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.1078292,353.56,0.9842904,0.7753662,0.02546919,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,3,103,1,Ruthenium Red,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.5653619,1333.433,1.317871,1.175524,0.04295941,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,3,103,2,GSK2193874,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.3515064,694.9274,1.036009,0.8930777,0.03726404,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,3,104,1,BAPTA,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.06666929,443.5429,0.7472089,0.5514597,0.02365052,NA,NA,NA,NA,NA,NA,NA,NA
E,7,E7,3,104,2,DMSO,NA,NA,3,CaMPARI2-F391W,NA,Histamine,0.5341803,1103.342,1.260873,1.053995,0.04526,NA,NA,NA,NA,NA,NA,NA,NA
E,8,E8,1,101,1,None,NA,NA,3,GFP,NA,Pre-Parabola,0.001220008,99.85318,0.7151158,0.3825,0.006497471,NA,NA,NA,NA,NA,NA,NA,NA
E,8,E8,1,101,2,Gd3+,NA,NA,3,GFP,NA,Pre-Parabola,0.00479382,245.8082,0.7158101,0.4558074,0.005976695,NA,NA,NA,NA,NA,NA,NA,NA
E,8,E8,1,102,1,Thapsigargin,617.5925,2021-06-17 11:04:03,3,GFP,NA,Pre-Parabola,0.003988792,914.0413,0.9102702,0.8941553,0.01140262,36.982,36.97475,35.38825,1022.03,9.8175,4.41,1065.975,23663.7225
E,8,E8,1,102,2,Flunarizine,617.5925,2021-06-17 11:04:03,3,GFP,NA,Pre-Parabola,0.002945469,2087.374,0.8718278,0.549405,0.007920784,36.982,36.97475,35.38825,1022.03,9.8175,4.41,1065.975,23663.7225
E,8,E8,1,103,1,Ruthenium Red,593.575,2021-06-17 11:04:03,3,GFP,NA,Pre-Parabola,0.00251963,940.8503,0.7984213,1.070913,0.01305548,36.9025,36.90225,34.77675,969.0325,2.3275,-28.9275,1030.1525,23790.625
E,8,E8,1,103,2,GSK2193874,593.575,2021-06-17 11:04:03,3,GFP,NA,Pre-Parabola,0.006384382,293.1463,0.6450605,0.4312893,0.008651255,36.9025,36.90225,34.77675,969.0325,2.3275,-28.9275,1030.1525,23790.625
E,8,E8,1,104,1,BAPTA,616.8275,2021-06-17 11:04:03,3,GFP,NA,Pre-Parabola,0.001686612,449.714,0.64886,0.5184923,0.006413193,36.9115,36.90225,34.68225,1020.0025,-11.3375,-22.6375,1038.94,23579.8875
E,8,E8,1,104,2,DMSO,616.8275,2021-06-17 11:04:03,3,GFP,NA,Pre-Parabola,0.004783706,377.8467,0.5950152,0.4355654,0.005787661,36.9115,36.90225,34.68225,1020.0025,-11.3375,-22.6375,1038.94,23579.8875
E,8,E8,2,101,1,None,605.015,2021-06-17 10:54:07,3,GFP,NA,Pre-Parabola,0.004772732,98.87064,0.6521403,0.4127485,0.004607822,36.9095,36.91175,34.9855,968,-4.3225,9.905,1026.8375,23754.515
E,8,E8,2,101,2,Gd3+,605.015,2021-06-17 10:54:07,3,GFP,NA,Pre-Parabola,0.002489686,171.6684,0.7422208,0.4514393,0.005816124,36.9095,36.91175,34.9855,968,-4.3225,9.905,1026.8375,23754.515
E,8,E8,2,102,1,Thapsigargin,615.705,2021-06-17 10:54:05,3,GFP,NA,Pre-Parabola,0.004878643,159.6859,0.6435183,0.4915806,0.006656183,36.92825,36.913,35.02775,1023,7.605,34.44,1049.89,23744.9125
E,8,E8,2,102,2,Flunarizine,615.705,2021-06-17 10:54:05,3,GFP,NA,Pre-Parabola,0.002290736,387.3557,0.6055135,0.413289,0.00533213,36.92825,36.913,35.02775,1023,7.605,34.44,1049.89,23744.9125
E,8,E8,2,103,1,Ruthenium Red,594.31,2021-06-17 10:54:06,3,GFP,NA,Pre-Parabola,0.000534664,135.0083,0.6284759,0.5526818,0.006280426,36.9085,36.9345,35.1395,972,2.1675,-2.7575,1031.675,23727.145
E,8,E8,2,103,2,GSK2193874,594.31,2021-06-17 10:54:06,3,GFP,NA,Pre-Parabola,0.00275311,140.3207,0.6361293,0.4860421,0.007443329,36.9085,36.9345,35.1395,972,2.1675,-2.7575,1031.675,23727.145
E,8,E8,2,104,1,BAPTA,616.51,2021-06-17 10:54:05,3,GFP,NA,Pre-Parabola,0.001959283,0,0,0.4423532,0.005311531,36.918,36.90775,34.868,1014,-13.975,5.7225,1024.4125,23596.1025
E,8,E8,2,104,2,DMSO,616.51,2021-06-17 10:54:05,3,GFP,NA,Pre-Parabola,0.0009809991,2910.364,0.6956946,0.4265423,0.005276698,36.918,36.90775,34.868,1014,-13.975,5.7225,1024.4125,23596.1025
E,8,E8,3,101,1,None,NA,NA,3,GFP,NA,Pre-Parabola,0.002825953,210.9946,0.6848573,0.4343026,0.005478135,NA,NA,NA,NA,NA,NA,NA,NA
E,8,E8,3,101,2,Gd3+,NA,NA,3,GFP,NA,Pre-Parabola,0.001357942,0,1.049873,0.8838151,0.01049425,NA,NA,NA,NA,NA,NA,NA,NA
E,8,E8,3,102,1,Thapsigargin,614.66,2021-06-17 10:59:11,3,GFP,NA,Pre-Parabola,0.001303637,2153.002,0.7929778,0.9575267,0.01201086,36.9485,36.9205,35.12075,1015.7375,8.3775,37.19,1037.12,23754.1125
E,8,E8,3,102,2,Flunarizine,614.66,2021-06-17 10:59:11,3,GFP,NA,Pre-Parabola,0.001585268,69.84393,0.6124252,0.4374942,0.006503058,36.9485,36.9205,35.12075,1015.7375,8.3775,37.19,1037.12,23754.1125
E,8,E8,3,103,1,Ruthenium Red,592.1575,2021-06-17 10:59:10,3,GFP,NA,Pre-Parabola,0.003243642,172.192,0.6297843,0.4623068,0.005870258,36.96425,36.966,35.339,971.9975,18.3,-3.2775,1015.3375,23809.7725
E,8,E8,3,103,2,GSK2193874,592.1575,2021-06-17 10:59:10,3,GFP,NA,Pre-Parabola,0.005148375,381.9767,0.6407593,0.4549941,0.007814267,36.96425,36.966,35.339,971.9975,18.3,-3.2775,1015.3375,23809.7725
E,8,E8,3,104,1,BAPTA,618.1775,2021-06-17 10:59:09,3,GFP,NA,Pre-Parabola,0.0004356033,209.3986,0.6912408,0.5508333,0.006557893,36.9765,36.9115,35.03725,1030.015,5.7975,7.12,1008.88,23559.36
E,8,E8,3,104,2,DMSO,618.1775,2021-06-17 10:59:09,3,GFP,NA,Pre-Parabola,0.001378782,185.0348,0.6562577,0.5185607,0.00627692,36.9765,36.9115,35.03725,1030.015,5.7975,7.12,1008.88,23559.36
E,9,E9,1,101,1,None,NA,NA,3,CaMPARI2-F391W,1,Pre-Parabola,0.180153,338.1943,0.8295735,0.6240591,0.01755643,NA,NA,NA,NA,NA,NA,NA,NA
E,9,E9,1,101,2,Gd3+,NA,NA,3,CaMPARI2-F391W,1,Pre-Parabola,0.1742859,457.8568,0.8928806,0.6952516,0.02012928,NA,NA,NA,NA,NA,NA,NA,NA
E,9,E9,1,102,1,Thapsigargin,616.79,2021-06-17 11:04:11,3,CaMPARI2-F391W,1,Pre-Parabola,0.1691986,403.3724,1.071862,0.8686811,0.03365004,36.9845,36.95925,35.64375,1022.4075,8.3175,-9.51,1058.1125,23666.31
E,9,E9,1,102,2,Flunarizine,616.79,2021-06-17 11:04:11,3,CaMPARI2-F391W,1,Pre-Parabola,0.1121708,256.9904,0.8171007,0.6126031,0.02128319,36.9845,36.95925,35.64375,1022.4075,8.3175,-9.51,1058.1125,23666.31
E,9,E9,1,103,1,Ruthenium Red,590.9025,2021-06-17 11:04:11,3,CaMPARI2-F391W,1,Pre-Parabola,0.121956,383.8683,0.831991,0.6535577,0.01920992,36.9,36.896,35.0115,969.325,-0.685,-29.7625,1026.075,23793.4425
E,9,E9,1,103,2,GSK2193874,590.9025,2021-06-17 11:04:11,3,CaMPARI2-F391W,1,Pre-Parabola,0.1662586,676.0848,1.124254,0.8949008,0.02754662,36.9,36.896,35.0115,969.325,-0.685,-29.7625,1026.075,23793.4425
E,9,E9,1,104,1,BAPTA,616.275,2021-06-17 11:04:11,3,CaMPARI2-F391W,1,Pre-Parabola,0.1425151,314.0658,0.7678167,0.5904104,0.01726825,36.8555,36.8905,34.902,1020.155,-12.8675,-34.555,1028.545,23579.6
E,9,E9,1,104,2,DMSO,616.275,2021-06-17 11:04:11,3,CaMPARI2-F391W,1,Pre-Parabola,0.12744,348.441,0.8187883,0.6151474,0.01898935,36.8555,36.8905,34.902,1020.155,-12.8675,-34.555,1028.545,23579.6
E,9,E9,2,101,1,None,604.695,2021-06-17 10:54:15,3,CaMPARI2-F391W,1,Pre-Parabola,0.1563343,363.9031,0.8597034,0.7159045,0.02012389,36.90025,36.88375,35.20475,968,-1.365,7.96,1010.3375,23752.9625
E,9,E9,2,101,2,Gd3+,604.695,2021-06-17 10:54:15,3,CaMPARI2-F391W,1,Pre-Parabola,0.1534742,274.9256,0.8148702,0.6480208,0.01887728,36.90025,36.88375,35.20475,968,-1.365,7.96,1010.3375,23752.9625
E,9,E9,2,102,1,Thapsigargin,615.245,2021-06-17 10:54:13,3,CaMPARI2-F391W,1,Pre-Parabola,0.2063148,612.6773,1.029547,0.8224881,0.03641124,36.903,36.90025,35.26175,1023.0025,6.835,35.4725,1031.3725,23744.51
E,9,E9,2,102,2,Flunarizine,615.245,2021-06-17 10:54:13,3,CaMPARI2-F391W,1,Pre-Parabola,0.1125341,297.9349,0.8013875,0.6491594,0.02167978,36.903,36.90025,35.26175,1023.0025,6.835,35.4725,1031.3725,23744.51
E,9,E9,2,103,1,Ruthenium Red,592.5625,2021-06-17 10:54:14,3,CaMPARI2-F391W,1,Pre-Parabola,0.08898828,335.9706,0.7963384,0.6290248,0.02393379,36.9,36.9045,35.3565,972,0.27,-1.2475,1010.0875,23719.9575
E,9,E9,2,103,2,GSK2193874,592.5625,2021-06-17 10:54:14,3,CaMPARI2-F391W,1,Pre-Parabola,0.171942,388.8207,0.951748,0.7470168,0.02200476,36.9,36.9045,35.3565,972,0.27,-1.2475,1010.0875,23719.9575
E,9,E9,2,104,1,BAPTA,615.8725,2021-06-17 10:54:13,3,CaMPARI2-F391W,1,Pre-Parabola,0.1056582,276.357,0.8522083,0.7017368,0.02490566,36.8995,36.9,35.09025,1014,-11.475,3.425,1004.285,23594.895
E,9,E9,2,104,2,DMSO,615.8725,2021-06-17 10:54:13,3,CaMPARI2-F391W,1,Pre-Parabola,0.1511121,377.5706,0.8372684,0.6584011,0.01752379,36.8995,36.9,35.09025,1014,-11.475,3.425,1004.285,23594.895
E,9,E9,3,101,1,None,NA,NA,3,CaMPARI2-F391W,1,Pre-Parabola,0.09729816,318.9873,0.8040422,0.6087754,0.0200022,NA,NA,NA,NA,NA,NA,NA,NA
E,9,E9,3,101,2,Gd3+,NA,NA,3,CaMPARI2-F391W,1,Pre-Parabola,0.1493475,297.1248,0.8333481,0.6655408,0.01953806,NA,NA,NA,NA,NA,NA,NA,NA
E,9,E9,3,102,1,Thapsigargin,613.995,2021-06-17 10:59:19,3,CaMPARI2-F391W,1,Pre-Parabola,0.2241367,535.3554,1.018337,0.8375136,0.0327563,36.91125,36.90125,35.364,1015.995,4.33,35.4425,1098.7725,23750.72
E,9,E9,3,102,2,Flunarizine,613.995,2021-06-17 10:59:19,3,CaMPARI2-F391W,1,Pre-Parabola,0.1146913,456.5324,0.9096044,0.7567042,0.02339707,36.91125,36.90125,35.364,1015.995,4.33,35.4425,1098.7725,23750.72
E,9,E9,3,103,1,Ruthenium Red,589.6,2021-06-17 10:59:18,3,CaMPARI2-F391W,1,Pre-Parabola,0.1498422,301.5003,0.7976433,0.6338038,0.01971774,36.95425,36.9155,35.566,972,9.7225,0.5375,1070.67,23812.245
E,9,E9,3,103,2,GSK2193874,589.6,2021-06-17 10:59:18,3,CaMPARI2-F391W,1,Pre-Parabola,0.1721835,713.4842,1.202813,1.032109,0.02596247,36.95425,36.9155,35.566,972,9.7225,0.5375,1070.67,23812.245
E,9,E9,3,104,1,BAPTA,617.5,2021-06-17 10:59:17,3,CaMPARI2-F391W,1,Pre-Parabola,0.09797671,594.5107,1.167575,1.124284,0.04175649,36.9145,36.90025,35.24325,1030.2875,-0.9975,6.6775,1069.5375,23552.575
E,9,E9,3,104,2,DMSO,617.5,2021-06-17 10:59:17,3,CaMPARI2-F391W,1,Pre-Parabola,0.1101326,270.4555,0.8219656,0.6418143,0.02284344,36.9145,36.90025,35.24325,1030.2875,-0.9975,6.6775,1069.5375,23552.575
F,1,F1,1,101,1,None,NA,NA,3,CaMPARI2,1,Zero-G,0.009247057,180.7549,0.9168338,0.7735655,0.02786155,NA,NA,NA,NA,NA,NA,NA,NA
F,1,F1,1,101,2,Gd3+,NA,NA,3,CaMPARI2,1,Zero-G,0.004010695,115.7737,0.7113037,0.5222399,0.01872997,NA,NA,NA,NA,NA,NA,NA,NA
F,1,F1,1,102,1,Thapsigargin,622.8275,2021-06-17 11:05:26,3,CaMPARI2,1,Zero-G,0.1058767,414.5922,0.9066606,0.7264456,0.02800933,37.2,37.19725,36.0155,1022.0025,16.865,13.8225,0.9175,23663.8375
F,1,F1,1,102,2,Flunarizine,622.8275,2021-06-17 11:05:26,3,CaMPARI2,1,Zero-G,0.01394886,179.4678,0.7060692,0.5224308,0.02040987,37.2,37.19725,36.0155,1022.0025,16.865,13.8225,0.9175,23663.8375
F,1,F1,1,103,1,Ruthenium Red,593.3425,2021-06-17 11:05:26,3,CaMPARI2,1,Zero-G,0.01352504,275.6119,0.6774038,0.5497605,0.01873133,37.09175,37.01175,35.3205,969,11.6675,-18.9325,-15.98,23793.2125
F,1,F1,1,103,2,GSK2193874,593.3425,2021-06-17 11:05:26,3,CaMPARI2,1,Zero-G,0.0406194,300.3457,0.7277255,0.5154258,0.01352705,37.09175,37.01175,35.3205,969,11.6675,-18.9325,-15.98,23793.2125
